ID,Place_Name,type,City,Budget_Level,Age_Group,Trip_Type,Description,Latitude,Longitude,Coordinate_Source,Geocode_Status,Estimated_Cost_ILS,Place_Name_AR,Description_AR,Description_EN
207,St. Thekla Monastery,Religious,Jerusalem,Medium,All,Religious,St. Thekla Monastery is a small Greek Orthodox monastic site associated with the early Christian saint Thecla.,31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,25,دير القديسة تقلا,دير القديسة تقلا موقع ديري أرثوذكسي يوناني صغير مرتبط بالقديسة المسيحية المبكرة تقلا.,St. Thekla Monastery is a small Greek Orthodox monastic site associated with the early Christian saint Thecla.
208,St. Simeon Monastery,Religious,Jerusalem,Medium,All,Religious,"St. Simeon Monastery, in Jerusalem's Katamon neighborhood, is a Greek Orthodox monastery associated with the biblical figure Simeon.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,50,دير القديس سمعان,"دير القديس سمعان، في حي القطمون بالقدس، دير أرثوذكسي يوناني مرتبط بالشخصية التوراتية سمعان.","St. Simeon Monastery, in Jerusalem's Katamon neighborhood, is a Greek Orthodox monastery associated with the biblical figure Simeon."
209,Gornensky convent,Religious,Jerusalem,Low,All,Religious,"Gornensky Convent is a Russian Orthodox convent in the Ein Karem area of Jerusalem, traditionally associated with the visitation of Mary to Elizabeth.",31.763259,35.158191,OpenStreetMap Photon,Matched,0,دير غورننسكي,"دير غورننسكي دير أرثوذكسي روسي في منطقة عين كارم بالقدس، يرتبط تقليدياً بزيارة مريم لأليصابات.","Gornensky Convent is a Russian Orthodox convent in the Ein Karem area of Jerusalem, traditionally associated with the visitation of Mary to Elizabeth."
210,Mary's Spring,Nature & Trails,Jerusalem,Low,Youth,Adventure,"Mary's Spring, in the Ein Karem neighborhood, is traditionally associated with the biblical Visitation of Mary to her cousin Elizabeth.",31.780426,35.239656,OpenStreetMap Photon,Matched,10,عين العذراء مريم,"عين العذراء مريم، في حي عين كارم، ترتبط تقليدياً بزيارة مريم التوراتية لابنة عمها أليصابات.","Mary's Spring, in the Ein Karem neighborhood, is traditionally associated with the biblical Visitation of Mary to her cousin Elizabeth."
211,Cathedral os St. Jacob Brother of God,Religious,Jerusalem,Low,All,Religious,"The Cathedral of St. James, Brother of God, is a small chapel or cathedral site associated with the tradition of James in the Jerusalem Christian community.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,كاتدرائية القديس يعقوب أخو الرب,كاتدرائية القديس يعقوب أخو الرب كنيسة صغيرة أو موقع كاتدرائي مرتبط بتقليد يعقوب في الجالية المسيحية بالقدس.,"The Cathedral of St. James, Brother of God, is a small chapel or cathedral site associated with the tradition of James in the Jerusalem Christian community."
212,Old City Wall - Jaffa Gate to Damascus Gate,Historic Old City,Jerusalem,Low,All,Cultural,"This stretch of Jerusalem's Old City wall runs from Jaffa Gate to Damascus Gate, part of the 16th-century Ottoman fortifications built under Suleiman the Magnificent, walkable via the Ramparts Walk.",31.695506,35.187508,OpenStreetMap Photon (city centroid fallback),City-level,0,سور البلدة القديمة - من باب الخليل إلى باب العامود,"يمتد هذا الجزء من سور البلدة القديمة بالقدس من باب الخليل إلى باب العامود، وهو جزء من التحصينات العثمانية من القرن السادس عشر التي بُنيت في عهد سليمان القانوني، ويمكن السير عليه عبر مسار الأسوار.","This stretch of Jerusalem's Old City wall runs from Jaffa Gate to Damascus Gate, part of the 16th-century Ottoman fortifications built under Suleiman the Magnificent, walkable via the Ramparts Walk."
213,Hisham's Palace,Historic Old City,Jericho,Medium,All,Cultural,"The Umayyad palace complex is famous for its monumental ruins, bathhouse, and detailed mosaic floors.",31.881918,35.460434,OpenStreetMap Photon,Matched,55,قصر هشام,يشتهر المجمع القصري الأموي بآثاره الضخمة وحمامه وأرضياته الفسيفسائية المفصّلة.,"The Umayyad palace complex is famous for its monumental ruins, bathhouse, and detailed mosaic floors."
214,Wadi al-Quff Nature Reserve,Nature & Trails,Hebron,Low,Youth,Adventure,"A wooded nature area west of Hebron offering walking routes, shaded valleys, and a change from the dense urban old city.",31.533628,35.097976,OpenStreetMap Photon (city centroid fallback),City-level,0,محمية وادي القف الطبيعية,"منطقة طبيعية حرجية غرب الخليل توفر مسارات مشي وأودية مظللة، وتغيّراً عن أجواء البلدة القديمة الكثيفة.","A wooded nature area west of Hebron offering walking routes, shaded valleys, and a change from the dense urban old city."
215,Wadi Qelt Reserve Trail,Nature & Trails,Jericho,Medium,Youth,Adventure,"A marked trail through a dramatic desert valley with springs, cliffs, and historic paths.",31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,25,مسار محمية وادي القلط,مسار محدد عبر واد صحراوي مثير يضم ينابيع ومنحدرات ودروباً تاريخية.,"A marked trail through a dramatic desert valley with springs, cliffs, and historic paths."
216,Mar Saba Trail,Nature & Trails,Bethlehem,Medium,Youth,Adventure,A rugged hiking route through the Kidron Valley with views of the cliffside monastery and surrounding desert hills.,31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,40,مسار مار سابا,مسار جبلي وعر عبر وادي قدرون بإطلالات على الدير المطل على الجرف والتلال الصحراوية المحيطة.,A rugged hiking route through the Kidron Valley with views of the cliffside monastery and surrounding desert hills.
217,Wadi al-Makhrour-Battir Trail,Nature & Trails,Bethlehem,Low,Youth,Adventure,"A rural trail through terraced landscapes, olive groves, and traditional agricultural scenery near Battir.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,20,مسار وادي المخرور - بتير,مسار ريفي عبر مناظر مدرجات زراعية وبساتين زيتون ومناظر طبيعية تقليدية قرب بتير.,"A rural trail through terraced landscapes, olive groves, and traditional agricultural scenery near Battir."
218,Ein Samiya-Al-Auja Reserve Trail,Nature & Trails,Jericho,Low,Youth,Adventure,A long-distance nature route linking spring-fed landscapes and open valleys in the Jordan Valley region.,31.859361,35.459795,OpenStreetMap Photon (city centroid fallback),City-level,15,مسار محمية عين سامية - العوجا,مسار طبيعي طويل يربط مناظر مغذاة بالينابيع وأودية مفتوحة في منطقة غور الأردن.,A long-distance nature route linking spring-fed landscapes and open valleys in the Jordan Valley region.
219,Wadi Qana Reserve Trail,Nature & Trails,Ramallah,Low,Youth,Adventure,"A scenic valley trail with springs, rocky slopes, and cultivated terraces suited to hiking and landscape photography.",31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,0,مسار محمية وادي قانا,"مسار وادٍ خلاب يضم ينابيع ومنحدرات صخرية ومصاطب مزروعة، مناسب للمشي وتصوير المناظر الطبيعية.","A scenic valley trail with springs, rocky slopes, and cultivated terraces suited to hiking and landscape photography."
220,Beitillu Wadi Jannata Reserve Trail,Nature & Trails,Ramallah,Low,Youth,Adventure,A rural reserve trail through valleys and olive landscapes northwest of Ramallah.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,20,مسار محمية وادي جنّاتة - بيتللو,مسار محمية ريفي عبر أودية ومناظر زيتون شمال غرب رام الله.,A rural reserve trail through valleys and olive landscapes northwest of Ramallah.
221,Wadi Zarqa Elwi Reserve Trail,Nature & Trails,Ramallah,Low,Youth,Adventure,A countryside hiking route through a valley landscape with seasonal vegetation and panoramic hill views.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,10,مسار محمية وادي زرقاء العلوي,مسار مشي ريفي عبر منظر وادٍ بنباتات موسمية وإطلالات جبلية بانورامية.,A countryside hiking route through a valley landscape with seasonal vegetation and panoramic hill views.
222,Wadi El-Leymoun-Aboud Trail,Nature & Trails,Ramallah,Low,Youth,Adventure,A trail connecting citrus-growing rural landscapes and historic village surroundings near Aboud.,31.898619,35.178064,OpenStreetMap Photon (city centroid fallback),City-level,5,مسار وادي الليمون - عبود,مسار يربط مناظر ريفية لزراعة الحمضيات بمحيط قرية عبود التاريخية.,A trail connecting citrus-growing rural landscapes and historic village surroundings near Aboud.
223,Wadi al-Jamal Nature Area,Nature & Trails,Bethlehem,Low,Youth,Adventure,"An open valley landscape near Bethlehem suitable for guided walks, views, and outdoor nature activities.",31.702327,35.187644,OpenStreetMap Photon (city centroid fallback),City-level,15,منطقة وادي الجمل الطبيعية,منطقة وادٍ مفتوح قرب بيت لحم مناسبة للمشي المُرشد والإطلالات والأنشطة الطبيعية الخارجية.,"An open valley landscape near Bethlehem suitable for guided walks, views, and outdoor nature activities."
